V1,ID,Task,Q1Gender,Age,Distance,Trips,Q13CurrentThreatToSelf,Q14FutureThreatToSelf,Q15ThreatToEnvironment,BP,Charity,Consequentiality,Experts,Education,Employment,Survey,Price_B,Performance_B,Emission_B,Performance_A,Emission_A,Price_A,Choice,Income,Order,Task.1,Consequentiality.1,Experts.1,Q6ResearchResponse,Q6Bid,Q7Bid,Q7Bid2,Q7TreatmentResponse,Q7Response2,Timing,Q12CECertainty,Q6ResearchCertainty,Q7TreatmentCertainty,IncomeDummy,av_A,av_B,Bid_Alt,ExpertsDummy,ExpertsGroup,Weights,Q5Knowledge,Order.1
1132,283,4,0,21.5,50,1,3,3,3,0,2,2,4,2,6,10,1,10,40,0,0,0,1,3500,1,4,2,4,2,60,90,180,2,0,228,1,1,1,1,1,1,0,1,2,1.32447041211019,1,1
1133,284,1,1,47.5,50,1,3,3,4,0,0,1,3,2,6,9,5,50,40,0,0,0,2,2250,1,1,1,3,1,100,20,40,2,1,149,1,0,1,1,1,1,0,0,1,0.745545937083467,2,1
1134,284,2,1,47.5,50,1,3,3,4,0,0,1,3,2,6,9,2.5,5,40,0,0,0,2,2250,1,2,1,3,1,100,20,40,2,1,149,1,0,1,1,1,1,0,0,1,0.745545937083467,2,1
1135,284,3,1,47.5,50,1,3,3,4,0,0,1,3,2,6,9,5,10,90,0,0,0,1,2250,1,3,1,3,1,100,20,40,2,1,149,1,0,1,1,1,1,0,0,1,0.745545937083467,2,1
1136,284,4,1,47.5,50,1,3,3,4,0,0,1,3,2,6,9,0.5,50,10,0,0,0,1,2250,1,4,1,3,1,100,20,40,2,1,149,1,0,1,1,1,1,0,0,1,0.745545937083467,2,1
1137,285,1,0,21.5,35,2,5,4,5,1,1,1,3,1,3,7,5,5,10,0,0,0,1,250,1,1,1,3,1,20,90,45,1,0,261,2,2,2,0,1,1,0,0,1,1.48183236235118,3,1
1138,285,2,0,21.5,35,2,5,4,5,1,1,1,3,1,3,7,2.5,5,40,0,0,0,1,250,1,2,1,3,1,20,90,45,1,0,261,2,2,2,0,1,1,0,0,1,1.48183236235118,3,1
1139,285,3,0,21.5,35,2,5,4,5,1,1,1,3,1,3,7,1,5,10,0,0,0,2,250,1,3,1,3,1,20,90,45,1,0,261,2,2,2,0,1,1,0,0,1,1.48183236235118,3,1
1140,285,4,0,21.5,35,2,5,4,5,1,1,1,3,1,3,7,0.5,50,10,0,0,0,2,250,1,4,1,3,1,20,90,45,1,0,261,2,2,2,0,1,1,0,0,1,1.48183236235118,3,1
1141,286,1,1,21.5,15.5,1,3,2,4,1,0,0,2,4,6,6,1,50,90,0,0,0,2,2250,0,1,0,2,1,90,90,180,2,1,136,2,0,1,1,1,1,0,0,0,1.18746604447343,3,0
1142,286,2,1,21.5,15.5,1,3,2,4,1,0,0,2,4,6,6,0.5,5,40,0,0,0,1,2250,0,2,0,2,1,90,90,180,2,1,136,2,0,1,1,1,1,0,0,0,1.18746604447343,3,0
1143,286,3,1,21.5,15.5,1,3,2,4,1,0,0,2,4,6,6,2.5,5,90,0,0,0,2,2250,0,3,0,2,1,90,90,180,2,1,136,2,0,1,1,1,1,0,0,0,1.18746604447343,3,0
1144,286,4,1,21.5,15.5,1,3,2,4,1,0,0,2,4,6,6,1,10,40,0,0,0,2,2250,0,4,0,2,1,90,90,180,2,1,136,2,0,1,1,1,1,0,0,0,1.18746604447343,3,0
1145,287,1,1,47.5,50,1,3,3,3,1,0,2,4,1,6,9,5,5,10,0,0,0,2,2250,0,1,2,4,1,60,90,45,1,0,714,0,0,0,1,1,1,0,1,2,1.19390496240723,1,0
1146,287,2,1,47.5,50,1,3,3,3,1,0,2,4,1,6,9,2.5,5,40,0,0,0,1,2250,0,2,2,4,1,60,90,45,1,0,714,0,0,0,1,1,1,0,1,2,1.19390496240723,1,0
1147,287,3,1,47.5,50,1,3,3,3,1,0,2,4,1,6,9,5,10,90,0,0,0,1,2250,0,3,2,4,1,60,90,45,1,0,714,0,0,0,1,1,1,0,1,2,1.19390496240723,1,0
1148,287,4,1,47.5,50,1,3,3,3,1,0,2,4,1,6,9,1,10,40,0,0,0,2,2250,0,4,2,4,1,60,90,45,1,0,714,0,0,0,1,1,1,0,1,2,1.19390496240723,1,0
1149,288,1,0,21.5,50,1,3,4,4,1,0,2,2,2,4,9,1,50,90,0,0,0,1,1250,1,1,2,2,1,80,40,80,2,0,396,1,1,1,0,1,1,0,0,0,3.2762549723048,3,1
1150,288,2,0,21.5,50,1,3,4,4,1,0,2,2,2,4,9,2.5,5,40,0,0,0,2,1250,1,2,2,2,1,80,40,80,2,0,396,1,1,1,0,1,1,0,0,0,3.2762549723048,3,1
1151,288,3,0,21.5,50,1,3,4,4,1,0,2,2,2,4,9,2.5,5,90,0,0,0,2,1250,1,3,2,2,1,80,40,80,2,0,396,1,1,1,0,1,1,0,0,0,3.2762549723048,3,1
1152,288,4,0,21.5,50,1,3,4,4,1,0,2,2,2,4,9,1,10,40,0,0,0,2,1250,1,4,2,2,1,80,40,80,2,0,396,1,1,1,0,1,1,0,0,0,3.2762549723048,3,1
1153,289,1,0,21.5,35,1,4,5,5,2,1,2,4,3,3,8,5,5,10,0,0,0,2,250,1,1,2,4,2,40,100,50,1,1,189,1,1,1,0,1,1,0,1,2,0.753782798255456,3,1
1154,289,2,0,21.5,35,1,4,5,5,2,1,2,4,3,3,8,0.5,5,40,0,0,0,2,250,1,2,2,4,2,40,100,50,1,1,189,1,1,1,0,1,1,0,1,2,0.753782798255456,3,1
1155,289,3,0,21.5,35,1,4,5,5,2,1,2,4,3,3,8,5,10,90,0,0,0,2,250,1,3,2,4,2,40,100,50,1,1,189,1,1,1,0,1,1,0,1,2,0.753782798255456,3,1
1156,289,4,0,21.5,35,1,4,5,5,2,1,2,4,3,3,8,0.5,50,10,0,0,0,2,250,1,4,2,4,2,40,100,50,1,1,189,1,1,1,0,1,1,0,1,2,0.753782798255456,3,1
1157,290,1,1,21.5,15.5,2,4,3,4,1,1,2,4,4,6,10,1,50,90,0,0,0,2,2750,1,1,2,4,1,90,20,40,2,1,291,2,1,2,1,1,1,0,1,2,0.915796742084963,4,1
1158,290,2,1,21.5,15.5,2,4,3,4,1,1,2,4,4,6,10,2.5,5,40,0,0,0,2,2750,1,2,2,4,1,90,20,40,2,1,291,2,1,2,1,1,1,0,1,2,0.915796742084963,4,1
1159,290,3,1,21.5,15.5,2,4,3,4,1,1,2,4,4,6,10,0.5,5,90,0,0,0,2,2750,1,3,2,4,1,90,20,40,2,1,291,2,1,2,1,1,1,0,1,2,0.915796742084963,4,1
1160,290,4,1,21.5,15.5,2,4,3,4,1,1,2,4,4,6,10,2.5,50,10,0,0,0,1,2750,1,4,2,4,1,90,20,40,2,1,291,2,1,2,1,1,1,0,1,2,0.915796742084963,4,1
1161,291,1,0,21.5,35,1,3,4,3,1,1,2,4,2,3,10,5,5,10,0,0,0,2,4500,0,1,2,4,2,10,60,120,2,0,365,1,0,1,1,1,1,0,1,2,1.19292538110472,3,0
1162,291,2,0,21.5,35,1,3,4,3,1,1,2,4,2,3,10,0.5,5,40,0,0,0,2,4500,0,2,2,4,2,10,60,120,2,0,365,1,0,1,1,1,1,0,1,2,1.19292538110472,3,0
1163,291,3,0,21.5,35,1,3,4,3,1,1,2,4,2,3,10,1,5,10,0,0,0,2,4500,0,3,2,4,2,10,60,120,2,0,365,1,0,1,1,1,1,0,1,2,1.19292538110472,3,0
1164,291,4,0,21.5,35,1,3,4,3,1,1,2,4,2,3,10,2.5,50,10,0,0,0,2,4500,0,4,2,4,2,10,60,120,2,0,365,1,0,1,1,1,1,0,1,2,1.19292538110472,3,0
1165,292,1,1,47.5,50,1,5,5,5,1,0,2,5,4,6,10,2.5,10,10,0,0,0,2,2750,0,1,2,5,2,40,5,10,2,1,163,2,2,2,1,1,1,0,1,2,1.25740051694463,3,0
1166,292,2,1,47.5,50,1,5,5,5,1,0,2,5,4,6,10,0.5,5,40,0,0,0,2,2750,0,2,2,5,2,40,5,10,2,1,163,2,2,2,1,1,1,0,1,2,1.25740051694463,3,0
1167,292,3,1,47.5,50,1,5,5,5,1,0,2,5,4,6,10,1,5,10,0,0,0,2,2750,0,3,2,5,2,40,5,10,2,1,163,2,2,2,1,1,1,0,1,2,1.25740051694463,3,0
1168,292,4,1,47.5,50,1,5,5,5,1,0,2,5,4,6,10,5,5,10,0,0,0,2,2750,0,4,2,5,2,40,5,10,2,1,163,2,2,2,1,1,1,0,1,2,1.25740051694463,3,0
1169,293,1,0,47.5,6.5,0,3,4,5,0,0,2,4,3,1,9,1,50,90,0,0,0,2,250,1,1,2,4,1,90,100,50,1,1,520,2,2,2,0,1,1,0,1,2,1.14176956046416,1,1
1170,293,2,0,47.5,6.5,0,3,4,5,0,0,2,4,3,1,9,0.5,5,40,0,0,0,2,250,1,2,2,4,1,90,100,50,1,1,520,2,2,2,0,1,1,0,1,2,1.14176956046416,1,1
1171,293,3,0,47.5,6.5,0,3,4,5,0,0,2,4,3,1,9,1,5,10,0,0,0,2,250,1,3,2,4,1,90,100,50,1,1,520,2,2,2,0,1,1,0,1,2,1.14176956046416,1,1
1172,293,4,0,47.5,6.5,0,3,4,5,0,0,2,4,3,1,9,1,10,40,0,0,0,2,250,1,4,2,4,1,90,100,50,1,1,520,2,2,2,0,1,1,0,1,2,1.14176956046416,1,1
1173,294,1,1,47.5,1,3,4,4,5,1,0,2,4,1,6,9,2.5,10,10,0,0,0,2,1750,1,1,2,4,2,40,40,80,2,1,241,1,1,1,0,1,1,0,1,2,0.923943930085235,3,1
1174,294,2,1,47.5,1,3,4,4,5,1,0,2,4,1,6,9,2.5,5,10,0,0,0,2,1750,1,2,2,4,2,40,40,80,2,1,241,1,1,1,0,1,1,0,1,2,0.923943930085235,3,1
1175,294,3,1,47.5,1,3,4,4,5,1,0,2,4,1,6,9,5,10,90,0,0,0,2,1750,1,3,2,4,2,40,40,80,2,1,241,1,1,1,0,1,1,0,1,2,0.923943930085235,3,1
1176,294,4,1,47.5,1,3,4,4,5,1,0,2,4,1,6,9,0.5,50,10,0,0,0,2,1750,1,4,2,4,2,40,40,80,2,1,241,1,1,1,0,1,1,0,1,2,0.923943930085235,3,1
1177,295,1,1,47.5,35,0,3,3,5,2,0,1,4,1,1,10,5,5,10,0,0,0,1,750,0,1,1,4,1,60,20,40,2,0,318,2,2,1,0,1,1,0,1,2,0.843524324709359,1,0
1178,295,2,1,47.5,35,0,3,3,5,2,0,1,4,1,1,10,0.5,5,40,0,0,0,1,750,0,2,1,4,1,60,20,40,2,0,318,2,2,1,0,1,1,0,1,2,0.843524324709359,1,0
1179,295,3,1,47.5,35,0,3,3,5,2,0,1,4,1,1,10,1,5,10,0,0,0,1,750,0,3,1,4,1,60,20,40,2,0,318,2,2,1,0,1,1,0,1,2,0.843524324709359,1,0
1180,295,4,1,47.5,35,0,3,3,5,2,0,1,4,1,1,10,2.5,50,10,0,0,0,1,750,0,4,1,4,1,60,20,40,2,0,318,2,2,1,0,1,1,0,1,2,0.843524324709359,1,0
1181,296,1,1,47.5,50,1,4,4,4,2,1,2,4,1,1,10,1,50,90,0,0,0,2,750,1,1,2,4,1,40,80,40,1,0,617,2,2,2,0,1,1,0,1,2,0.638274274492018,3,1
1182,296,2,1,47.5,50,1,4,4,4,2,1,2,4,1,1,10,0.5,5,40,0,0,0,2,750,1,2,2,4,1,40,80,40,1,0,617,2,2,2,0,1,1,0,1,2,0.638274274492018,3,1
1183,296,3,1,47.5,50,1,4,4,4,2,1,2,4,1,1,10,5,10,90,0,0,0,2,750,1,3,2,4,1,40,80,40,1,0,617,2,2,2,0,1,1,0,1,2,0.638274274492018,3,1
1184,296,4,1,47.5,50,1,4,4,4,2,1,2,4,1,1,10,0.5,50,10,0,0,0,1,750,1,4,2,4,1,40,80,40,1,0,617,2,2,2,0,1,1,0,1,2,0.638274274492018,3,1
1185,297,1,0,47.5,15.5,2,5,5,5,1,0,2,3,2,4,10,2.5,10,10,0,0,0,2,1250,1,1,2,3,2,90,100,200,2,1,442,2,1,2,0,1,1,0,0,1,1.35321831206035,4,1
1186,297,2,0,47.5,15.5,2,5,5,5,1,0,2,3,2,4,10,2.5,5,40,0,0,0,2,1250,1,2,2,3,2,90,100,200,2,1,442,2,1,2,0,1,1,0,0,1,1.35321831206035,4,1
1187,297,3,0,47.5,15.5,2,5,5,5,1,0,2,3,2,4,10,2.5,5,90,0,0,0,2,1250,1,3,2,3,2,90,100,200,2,1,442,2,1,2,0,1,1,0,0,1,1.35321831206035,4,1
1188,297,4,0,47.5,15.5,2,5,5,5,1,0,2,3,2,4,10,5,5,10,0,0,0,1,1250,1,4,2,3,2,90,100,200,2,1,442,2,1,2,0,1,1,0,0,1,1.35321831206035,4,1
1189,298,1,1,47.5,50,1,3,3,4,1,0,2,4,1,6,9,2.5,10,10,0,0,0,2,2250,1,1,2,4,1,5,20,10,1,0,801,1,0,1,1,1,1,0,1,2,1.06344503027895,1,1
1190,298,2,1,47.5,50,1,3,3,4,1,0,2,4,1,6,9,2.5,5,40,0,0,0,2,2250,1,2,2,4,1,5,20,10,1,0,801,1,0,1,1,1,1,0,1,2,1.06344503027895,1,1
1191,298,3,1,47.5,50,1,3,3,4,1,0,2,4,1,6,9,5,10,90,0,0,0,1,2250,1,3,2,4,1,5,20,10,1,0,801,1,0,1,1,1,1,0,1,2,1.06344503027895,1,1
1192,298,4,1,47.5,50,1,3,3,4,1,0,2,4,1,6,9,1,10,40,0,0,0,2,2250,1,4,2,4,1,5,20,10,1,0,801,1,0,1,1,1,1,0,1,2,1.06344503027895,1,1
1193,299,1,0,47.5,50,1,5,5,5,2,0,2,4,3,6,10,1,50,90,0,0,0,1,4500,0,1,2,4,1,40,60,30,1,0,269,2,2,2,1,1,1,0,1,2,0.925516615736947,3,0
1194,299,2,0,47.5,50,1,5,5,5,2,0,2,4,3,6,10,2.5,5,40,0,0,0,1,4500,0,2,2,4,1,40,60,30,1,0,269,2,2,2,1,1,1,0,1,2,0.925516615736947,3,0
1195,299,3,0,47.5,50,1,5,5,5,2,0,2,4,3,6,10,5,10,90,0,0,0,1,4500,0,3,2,4,1,40,60,30,1,0,269,2,2,2,1,1,1,0,1,2,0.925516615736947,3,0
1196,299,4,0,47.5,50,1,5,5,5,2,0,2,4,3,6,10,1,10,40,0,0,0,1,4500,0,4,2,4,1,40,60,30,1,0,269,2,2,2,1,1,1,0,1,2,0.925516615736947,3,0
1197,300,1,1,47.5,50,1,3,3,4,1,0,0,3,3,6,10,5,5,10,0,0,0,1,3500,1,1,0,3,1,20,20,40,2,0,356,2,2,1,1,1,1,0,0,1,1.26638134332756,3,1
1198,300,2,1,47.5,50,1,3,3,4,1,0,0,3,3,6,10,0.5,5,40,0,0,0,2,3500,1,2,0,3,1,20,20,40,2,0,356,2,2,1,1,1,1,0,0,1,1.26638134332756,3,1
1199,300,3,1,47.5,50,1,3,3,4,1,0,0,3,3,6,10,5,10,90,0,0,0,1,3500,1,3,0,3,1,20,20,40,2,0,356,2,2,1,1,1,1,0,0,1,1.26638134332756,3,1
1200,300,4,1,47.5,50,1,3,3,4,1,0,0,3,3,6,10,5,5,10,0,0,0,1,3500,1,4,0,3,1,20,20,40,2,0,356,2,2,1,1,1,1,0,0,1,1.26638134332756,3,1
1201,301,1,0,47.5,15.5,1,3,3,3,2,0,0,3,1,4,8,2.5,10,10,0,0,0,1,250,0,1,0,3,1,20,10,20,2,0,424,1,1,1,0,1,1,0,0,1,0.892199607177228,2,0
1202,301,2,0,47.5,15.5,1,3,3,3,2,0,0,3,1,4,8,2.5,5,40,0,0,0,1,250,0,2,0,3,1,20,10,20,2,0,424,1,1,1,0,1,1,0,0,1,0.892199607177228,2,0
1203,301,3,0,47.5,15.5,1,3,3,3,2,0,0,3,1,4,8,5,10,90,0,0,0,1,250,0,3,0,3,1,20,10,20,2,0,424,1,1,1,0,1,1,0,0,1,0.892199607177228,2,0
1204,301,4,0,47.5,15.5,1,3,3,3,2,0,0,3,1,4,8,1,10,40,0,0,0,2,250,0,4,0,3,1,20,10,20,2,0,424,1,1,1,0,1,1,0,0,1,0.892199607177228,2,0
1205,302,1,1,47.5,15.5,3,4,4,4,2,1,2,5,4,6,10,5,5,10,0,0,0,2,1250,1,1,2,5,2,90,100,200,2,0,793,1,1,1,0,1,1,0,1,2,0.707363802641976,5,1
1206,302,2,1,47.5,15.5,3,4,4,4,2,1,2,5,4,6,10,0.5,5,40,0,0,0,1,1250,1,2,2,5,2,90,100,200,2,0,793,1,1,1,0,1,1,0,1,2,0.707363802641976,5,1
1207,302,3,1,47.5,15.5,3,4,4,4,2,1,2,5,4,6,10,1,5,10,0,0,0,1,1250,1,3,2,5,2,90,100,200,2,0,793,1,1,1,0,1,1,0,1,2,0.707363802641976,5,1
1208,302,4,1,47.5,15.5,3,4,4,4,2,1,2,5,4,6,10,2.5,50,10,0,0,0,1,1250,1,4,2,5,2,90,100,200,2,0,793,1,1,1,0,1,1,0,1,2,0.707363802641976,5,1
1209,303,1,0,47.5,35,3,3,3,3,1,0,0,3,1,1,8,1,50,90,0,0,0,1,1250,1,1,0,3,1,10,5,2,1,0,256,1,1,1,0,1,1,0,0,1,1.11395886173664,3,1
1210,303,2,0,47.5,35,3,3,3,3,1,0,0,3,1,1,8,0.5,5,40,0,0,0,1,1250,1,2,0,3,1,10,5,2,1,0,256,1,1,1,0,1,1,0,0,1,1.11395886173664,3,1
1211,303,3,0,47.5,35,3,3,3,3,1,0,0,3,1,1,8,2.5,5,90,0,0,0,1,1250,1,3,0,3,1,10,5,2,1,0,256,1,1,1,0,1,1,0,0,1,1.11395886173664,3,1
1212,303,4,0,47.5,35,3,3,3,3,1,0,0,3,1,1,8,1,10,40,0,0,0,1,1250,1,4,0,3,1,10,5,2,1,0,256,1,1,1,0,1,1,0,0,1,1.11395886173664,3,1
1213,304,1,1,47.5,35,1,2,4,5,1,0,1,4,1,6,10,5,5,10,0,0,0,2,1250,0,1,1,4,1,80,40,80,2,0,389,0,1,1,0,1,1,0,1,2,1.02485512862853,2,0
1214,304,2,1,47.5,35,1,2,4,5,1,0,1,4,1,6,10,2.5,5,40,0,0,0,2,1250,0,2,1,4,1,80,40,80,2,0,389,0,1,1,0,1,1,0,1,2,1.02485512862853,2,0
1215,304,3,1,47.5,35,1,2,4,5,1,0,1,4,1,6,10,2.5,5,90,0,0,0,2,1250,0,3,1,4,1,80,40,80,2,0,389,0,1,1,0,1,1,0,1,2,1.02485512862853,2,0
1216,304,4,1,47.5,35,1,2,4,5,1,0,1,4,1,6,10,0.5,50,10,0,0,0,2,1250,0,4,1,4,1,80,40,80,2,0,389,0,1,1,0,1,1,0,1,2,1.02485512862853,2,0
1217,305,1,1,47.5,50,1,2,3,4,0,0,1,3,3,6,7,5,50,40,0,0,0,1,2250,0,1,1,3,1,90,100,200,2,0,386,1,1,0,1,1,1,0,0,1,0.640321671872313,2,0
1218,305,2,1,47.5,50,1,2,3,4,0,0,1,3,3,6,7,2.5,5,40,0,0,0,2,2250,0,2,1,3,1,90,100,200,2,0,386,1,1,0,1,1,1,0,0,1,0.640321671872313,2,0
1219,305,3,1,47.5,50,1,2,3,4,0,0,1,3,3,6,7,5,10,90,0,0,0,2,2250,0,3,1,3,1,90,100,200,2,0,386,1,1,0,1,1,1,0,0,1,0.640321671872313,2,0
1220,305,4,1,47.5,50,1,2,3,4,0,0,1,3,3,6,7,2.5,50,10,0,0,0,1,2250,0,4,1,3,1,90,100,200,2,0,386,1,1,0,1,1,1,0,0,1,0.640321671872313,2,0
1221,306,1,0,47.5,35,1,4,4,2,1,2,1,3,3,5,5,2.5,10,10,0,0,0,1,1750,1,1,1,3,2,90,100,200,2,1,194,1,2,2,0,1,1,0,0,1,1.48264483879095,3,1
1222,306,2,0,47.5,35,1,4,4,2,1,2,1,3,3,5,5,2.5,5,40,0,0,0,2,1750,1,2,1,3,2,90,100,200,2,1,194,1,2,2,0,1,1,0,0,1,1.48264483879095,3,1
1223,306,3,0,47.5,35,1,4,4,2,1,2,1,3,3,5,5,5,10,90,0,0,0,2,1750,1,3,1,3,2,90,100,200,2,1,194,1,2,2,0,1,1,0,0,1,1.48264483879095,3,1
1224,306,4,0,47.5,35,1,4,4,2,1,2,1,3,3,5,5,2.5,50,10,0,0,0,2,1750,1,4,1,3,2,90,100,200,2,1,194,1,2,2,0,1,1,0,0,1,1.48264483879095,3,1
1225,307,1,0,47.5,50,0,3,3,3,1,0,1,2,4,2,8,5,5,10,0,0,0,1,5000,0,1,1,2,1,20,80,40,1,0,572,2,2,2,1,1,1,0,0,0,1.1436968221692,1,0
1226,307,2,0,47.5,50,0,3,3,3,1,0,1,2,4,2,8,2.5,5,40,0,0,0,1,5000,0,2,1,2,1,20,80,40,1,0,572,2,2,2,1,1,1,0,0,0,1.1436968221692,1,0
1227,307,3,0,47.5,50,0,3,3,3,1,0,1,2,4,2,8,2.5,5,90,0,0,0,1,5000,0,3,1,2,1,20,80,40,1,0,572,2,2,2,1,1,1,0,0,0,1.1436968221692,1,0
1228,307,4,0,47.5,50,0,3,3,3,1,0,1,2,4,2,8,0.5,50,10,0,0,0,2,5000,0,4,1,2,1,20,80,40,1,0,572,2,2,2,1,1,1,0,0,0,1.1436968221692,1,0
1229,308,1,0,63,50,1,5,5,5,2,1,1,5,3,5,10,5,5,10,0,0,0,2,250,1,1,1,5,2,5,80,160,2,0,354,2,1,2,0,1,1,0,1,2,0.401849285351543,4,1
1230,308,2,0,63,50,1,5,5,5,2,1,1,5,3,5,10,2.5,5,40,0,0,0,2,250,1,2,1,5,2,5,80,160,2,0,354,2,1,2,0,1,1,0,1,2,0.401849285351543,4,1
1231,308,3,0,63,50,1,5,5,5,2,1,1,5,3,5,10,1,5,10,0,0,0,2,250,1,3,1,5,2,5,80,160,2,0,354,2,1,2,0,1,1,0,1,2,0.401849285351543,4,1
1232,308,4,0,63,50,1,5,5,5,2,1,1,5,3,5,10,2.5,50,10,0,0,0,1,250,1,4,1,5,2,5,80,160,2,0,354,2,1,2,0,1,1,0,1,2,0.401849285351543,4,1
1233,309,1,1,47.5,35,0,4,4,4,0,0,1,5,1,1,10,2.5,10,10,0,0,0,2,750,1,1,1,5,1,90,100,200,2,0,982,1,1,1,0,1,1,0,1,2,1.84944600579428,3,1
1234,309,2,1,47.5,35,0,4,4,4,0,0,1,5,1,1,10,0.5,5,40,0,0,0,2,750,1,2,1,5,1,90,100,200,2,0,982,1,1,1,0,1,1,0,1,2,1.84944600579428,3,1
1235,309,3,1,47.5,35,0,4,4,4,0,0,1,5,1,1,10,1,5,10,0,0,0,2,750,1,3,1,5,1,90,100,200,2,0,982,1,1,1,0,1,1,0,1,2,1.84944600579428,3,1
1236,309,4,1,47.5,35,0,4,4,4,0,0,1,5,1,1,10,1,10,40,0,0,0,2,750,1,4,1,5,1,90,100,200,2,0,982,1,1,1,0,1,1,0,1,2,1.84944600579428,3,1
1237,310,1,1,63,50,1,3,2,2,1,0,2,3,2,6,10,1,50,90,0,0,0,2,1250,0,1,2,3,2,80,90,180,2,1,235,0,1,1,0,1,1,0,0,1,1.00126540516474,3,0
1238,310,2,1,63,50,1,3,2,2,1,0,2,3,2,6,10,0.5,10,10,0,0,0,2,1250,0,2,2,3,2,80,90,180,2,1,235,0,1,1,0,1,1,0,0,1,1.00126540516474,3,0
1239,310,3,1,63,50,1,3,2,2,1,0,2,3,2,6,10,5,10,90,0,0,0,2,1250,0,3,2,3,2,80,90,180,2,1,235,0,1,1,0,1,1,0,0,1,1.00126540516474,3,0
1240,310,4,1,63,50,1,3,2,2,1,0,2,3,2,6,10,1,10,40,0,0,0,2,1250,0,4,2,3,2,80,90,180,2,1,235,0,1,1,0,1,1,0,0,1,1.00126540516474,3,0
1241,311,1,0,32.5,35,3,4,4,5,1,0,2,4,2,6,7,1,50,90,0,0,0,2,3500,1,1,2,4,2,40,80,160,2,1,170,1,2,1,1,1,1,0,1,2,1.02391992656074,5,1
1242,311,2,0,32.5,35,3,4,4,5,1,0,2,4,2,6,7,2.5,5,40,0,0,0,2,3500,1,2,2,4,2,40,80,160,2,1,170,1,2,1,1,1,1,0,1,2,1.02391992656074,5,1
1243,311,3,0,32.5,35,3,4,4,5,1,0,2,4,2,6,7,1,5,10,0,0,0,2,3500,1,3,2,4,2,40,80,160,2,1,170,1,2,1,1,1,1,0,1,2,1.02391992656074,5,1
1244,311,4,0,32.5,35,3,4,4,5,1,0,2,4,2,6,7,1,10,40,0,0,0,1,3500,1,4,2,4,2,40,80,160,2,1,170,1,2,1,1,1,1,0,1,2,1.02391992656074,5,1
1245,312,1,1,47.5,6.5,3,4,5,5,2,0,2,5,1,6,8,2.5,10,10,0,0,0,1,3500,1,1,2,5,2,10,40,80,2,1,670,2,2,2,1,1,1,0,1,2,0.423638561371759,4,1
1246,312,2,1,47.5,6.5,3,4,5,5,2,0,2,5,1,6,8,2.5,5,40,0,0,0,2,3500,1,2,2,5,2,10,40,80,2,1,670,2,2,2,1,1,1,0,1,2,0.423638561371759,4,1
1247,312,3,1,47.5,6.5,3,4,5,5,2,0,2,5,1,6,8,0.5,5,90,0,0,0,2,3500,1,3,2,5,2,10,40,80,2,1,670,2,2,2,1,1,1,0,1,2,0.423638561371759,4,1
1248,312,4,1,47.5,6.5,3,4,5,5,2,0,2,5,1,6,8,5,5,10,0,0,0,1,3500,1,4,2,5,2,10,40,80,2,1,670,2,2,2,1,1,1,0,1,2,0.423638561371759,4,1
1249,313,1,0,21.5,50,2,2,5,5,0,0,2,3,2,3,8,5,50,40,0,0,0,2,750,1,1,2,3,1,40,80,160,2,0,324,2,0,2,0,1,1,0,0,1,0.910729465151815,3,1
1250,313,2,0,21.5,50,2,2,5,5,0,0,2,3,2,3,8,2.5,5,40,0,0,0,2,750,1,2,2,3,1,40,80,160,2,0,324,2,0,2,0,1,1,0,0,1,0.910729465151815,3,1
1251,313,3,0,21.5,50,2,2,5,5,0,0,2,3,2,3,8,0.5,5,90,0,0,0,2,750,1,3,2,3,1,40,80,160,2,0,324,2,0,2,0,1,1,0,0,1,0.910729465151815,3,1
1252,313,4,0,21.5,50,2,2,5,5,0,0,2,3,2,3,8,1,10,40,0,0,0,2,750,1,4,2,3,1,40,80,160,2,0,324,2,0,2,0,1,1,0,0,1,0.910729465151815,3,1
1253,314,1,1,32.5,1,3,4,5,5,1,1,2,4,4,6,10,5,50,40,0,0,0,2,750,0,1,2,4,1,80,90,180,2,0,372,2,1,2,0,1,1,0,1,2,0.986094924170279,3,0
1254,314,2,1,32.5,1,3,4,5,5,1,1,2,4,4,6,10,2.5,5,40,0,0,0,2,750,0,2,2,4,1,80,90,180,2,0,372,2,1,2,0,1,1,0,1,2,0.986094924170279,3,0
1255,314,3,1,32.5,1,3,4,5,5,1,1,2,4,4,6,10,5,10,90,0,0,0,2,750,0,3,2,4,1,80,90,180,2,0,372,2,1,2,0,1,1,0,1,2,0.986094924170279,3,0
1256,314,4,1,32.5,1,3,4,5,5,1,1,2,4,4,6,10,0.5,50,10,0,0,0,2,750,0,4,2,4,1,80,90,180,2,0,372,2,1,2,0,1,1,0,1,2,0.986094924170279,3,0
1257,315,1,0,63,35,3,4,3,5,1,1,2,3,2,2,8,5,5,10,0,0,0,1,750,1,1,2,3,1,80,40,80,2,0,569,1,1,1,0,1,1,0,0,1,1.20149730538087,3,1
1258,315,2,0,63,35,3,4,3,5,1,1,2,3,2,2,8,0.5,10,10,0,0,0,1,750,1,2,2,3,1,80,40,80,2,0,569,1,1,1,0,1,1,0,0,1,1.20149730538087,3,1
1259,315,3,0,63,35,3,4,3,5,1,1,2,3,2,2,8,1,5,10,0,0,0,2,750,1,3,2,3,1,80,40,80,2,0,569,1,1,1,0,1,1,0,0,1,1.20149730538087,3,1
