"","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy","Q1WTP","Q2WTP","Q1WTPLower","Q2WTPLower","Q1WTPUpper","Q2WTPUpper","Q1LV","Q2LV","LVQuantilesQ1","LVQuantilesQ2"
"345",345,345,376,1,1,47.5,1,3,3,20,90,0,2,1,2,5,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,0,5,3,3,0,1,0,0,0,0,2,3,1,2,3,5,1,1750,3,180,0,0,35.9874430842562,63.4260647036437,-4398.69184241566,-88.0756471474093,1232.5337754571,4307.61743195753,1.38727167791282,2.66926034816116,2,4
"346",346,346,430,1,1,47.5,35,2,4,40,90,1,0,0,0,NA,8,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,0,3,4,3,0,1,0,1,1,0,0,4,0,2,3,6,0,1750,4,45,1,0,42.3622678859085,74.3597312482482,-3251.59263077588,-257.563443108182,4727.23334003286,5110.96428175783,2.47982298344229,1.03170621251283,4,2
"347",347,347,229,1,1,32.5,6.5,2,3,10,60,1,1,0,1,NA,5,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,1,3,3,2,0,0,0,1,0,0,0,1,0,2,2,6,0,1250,9,30,1,0,36.8920791087918,67.7449217871408,-2671.08384135966,-91.0528063999764,4280.63234841705,4432.2084954957,2.14594992119553,0.471663464904439,3,1
"348",348,348,291,0,0,63,50,0,1,80,60,0,2,0,2,NA,5,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,0,0,0,2,1,2,1,1,1,0,0,0,0,0,1,1,1,3,6,1,3500,8,30,0,1,46.8992613101068,79.2727604853871,-2862.18803783332,-20.8506422589071,1880.40879564599,4336.59650126903,-0.334425168479995,-0.452333642960211,1,1
"349",349,349,611,0,0,32.5,50,1,4,90,90,1,2,1,2,5,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,2,3,4,5,1,1,1,1,0,0,0,4,2,5,4,6,1,1750,10,180,1,0,44.7402162428698,76.947581191571,-3277.77194709164,-135.623262918484,3672.31450137302,4471.72663655052,3.52563217069032,3.0330024525655,5,5
"350",350,350,151,1,0,47.5,35,2,4,60,80,1,1,0,2,NA,7,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,1,0,0,1,0,0,0,3,0,3,3,4,0,3500,7,40,1,1,39.0591750990177,66.6071142118741,-1250.10492179676,-42.0674866869085,4859.89101306541,5040.19360218302,2.62717673768885,1.03318952178268,4,2
"351",351,351,362,0,1,47.5,50,1,2,60,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,0,1,1,2,3,3,3,1,0,1,0,0,0,0,3,0,3,3,6,0,1250,6,10,0,0,37.5365717716187,65.6459365333697,-4779.78419078796,-663.088311025561,4134.21828049227,5201.56192938056,1.24731336441875,0.624625987212893,2,1
"352",352,352,267,1,1,32.5,50,1,1,90,5,0,2,0,2,NA,2,NA,0,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,1,3,5,0,250,4,2,0,0,39.9313526398288,70.9427844773173,-3499.13296614027,-46.1031548516274,5628.57459841352,4990.96083281269,-0.598028540094369,-1.12098757988771,1,1
"353",353,353,185,1,1,32.5,6.5,3,4,10,80,1,2,0,1,NA,7,NA,1,0,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,0,1,4,3,2,2,1,1,1,1,0,0,3,0,3,3,6,1,1750,10,40,1,0,34.9547192127525,64.5534956557648,-5406.45373247753,-217.270298479399,5464.69716538866,4894.74777215833,2.37958160377734,1.09078119366674,4,2
"354",354,354,810,1,1,63,1,3,4,100,5,1,1,1,1,0,NA,1,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,1,4,4,4,1,1,0,1,1,0,1,3,2,3,3,6,0,2250,8,10,1,1,38.9209091244161,71.6757990262082,-983.43231597035,-25.6464526688433,3748.25923521269,4782.77091778984,3.34090995387727,2.53111778245649,5,4
"355",355,355,221,0,0,32.5,15.5,1,3,90,90,0,0,0,2,NA,8,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,1,0,1,3,3,3,2,0,0,1,0,0,1,3,2,3,3,6,1,3500,8,45,1,1,44.0396590157148,74.0252186407014,-4560.16025679372,-421.29624943246,3889.72396556049,4192.65785099323,1.60762267468291,1.30964418675726,3,2
"356",356,356,461,1,1,47.5,1,3,4,10,80,0,0,0,2,NA,7,NA,1,0,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,3,3,4,0,1,1,1,1,0,0,4,1,3,2,6,0,2750,8,40,1,1,37.7247762395336,68.9689657481654,-3426.4896961683,-95.7293814445028,4878.72745655505,4481.19482605562,1.09205600194091,1.21314683470519,1,2
"357",357,357,448,1,1,32.5,35,2,5,90,80,1,2,1,2,4,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,0,0,1,2,5,5,5,2,0,1,0,0,0,1,5,2,5,4,6,0,4500,10,160,1,1,48.9569820637719,81.1843133974657,-3021.81441229633,-211.742622681435,2282.79180248356,4263.05143106359,4.66218473710757,4.36069782123635,5,5
"358",358,358,277,1,1,32.5,6.5,1,2,20,40,1,2,1,2,10,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,0,0,0,2,3,3,4,1,1,1,0,0,0,1,4,0,4,3,6,0,1250,8,80,0,0,41.7840413421406,72.2149335358546,-3073.4624688793,-37.7143975263837,4627.07172110536,4691.20744790122,2.60286837434652,2.23848806081876,4,3
"359",359,359,308,1,0,47.5,50,1,4,5,40,0,0,0,1,NA,3,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,3,3,3,1,0,0,1,0,0,2,3,1,3,2,0,2,4500,10,20,0,1,41.2128919472563,69.087962126954,-3105.23432288478,-93.0524350253087,2991.92357129586,4671.59407275313,1.28949110451369,1.0269052998641,2,2
"360",360,360,453,1,0,32.5,50,1,2,5,40,1,2,1,2,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,5,3,1,1,1,1,1,0,0,3,2,3,3,4,1,1250,10,80,1,0,38.8787321122178,68.781797720963,-2499.57895178154,-58.5607434604636,3164.72052171285,4482.05820244599,2.6619168949663,2.32303846126497,4,4
"361",361,361,358,0,0,63,6.5,0,3,20,10,1,2,1,2,6,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,5,5,5,2,1,1,0,0,0,0,3,2,1,0,1,1,250,10,20,1,0,39.8973901639577,71.9420625217197,-2964.37264347581,-25.2613084439893,2432.97631402557,4623.76280884925,3.59244117537237,3.2296774419717,5,5
"362",362,362,335,1,0,21.5,50,2,1,90,5,0,1,1,2,0,NA,1,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,2,2,5,5,1,1,0,1,1,0,0,4,2,5,3,6,1,1250,9,10,1,0,45.9027789829287,80.8732055582691,-2354.33182108387,-14.7538929928404,4362.43113276403,4387.34722045154,2.23762528661016,2.84238262422047,3,4
"363",363,363,145,1,0,47.5,50,3,3,100,40,1,2,1,2,10,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,0,1,3,3,3,1,0,0,1,0,0,0,3,0,2,4,6,1,2250,6,80,1,1,38.7195038166324,68.0308161048295,-2793.5598362782,-49.0149808674075,2108.53717206229,4794.46471854123,2.94233397962481,1.92513610128145,4,3
"364",364,364,970,0,0,47.5,6.5,2,1,60,5,1,1,1,2,0,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,3,5,4,1,1,1,1,1,0,1,4,2,3,2,6,1,1250,4,10,1,0,40.3437862839131,74.5427179150265,-1495.76707232037,-56.1368433936604,5399.49654135447,4828.95473167107,3.3096597844963,2.60842919431802,5,4
"365",365,365,567,1,0,21.5,15.5,2,2,80,5,0,1,1,2,0,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,0,1,3,4,2,1,1,0,1,1,0,0,2,2,4,2,3,1,250,8,10,1,0,43.6421375173862,75.8473514704015,-1198.92493588724,-39.7313453003408,5200.02458986362,4615.85698804992,1.66564450541126,1.97324575272128,3,3
"366",366,366,316,0,1,47.5,50,1,1,20,80,1,2,1,1,4,NA,0,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,1,3,4,4,1,0,1,0,0,0,0,3,0,2,1,6,1,2250,6,160,0,1,42.9833337741715,73.9249174944258,-4667.95704504687,-317.9642730958,4978.30177143933,4586.17218632181,2.28289321292607,2.27032007268756,3,4
"367",367,367,795,1,0,47.5,1,3,4,90,40,0,2,1,2,10,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,4,4,2,1,1,1,1,0,0,1,5,2,4,4,1,0,1250,9,80,1,0,45.161418908486,77.4754350782084,-5428.26319923974,-760.555543755447,4839.62153625304,4431.11469959821,2.15016699237403,2.56626874240361,3,4
"368",368,368,671,1,0,63,50,1,3,20,80,1,2,0,2,NA,7,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,5,2,4,3,2,0,1750,10,40,1,0,43.8971610808779,74.3899522781299,-3846.64040514224,-206.129452680087,5401.45725390546,5186.23570691738,3.95674183494141,1.98919964471275,5,3
"369",369,369,677,1,1,47.5,35,1,3,60,5,1,2,1,2,0,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,4,4,4,2,1,0,1,0,0,1,4,2,5,4,4,0,2750,10,10,1,1,45.9427671805408,79.0942130581006,-1947.21599401895,-18.8653475245799,3664.26458351155,4608.16988512254,3.36329961661069,2.93912242836059,5,5
"370",370,370,640,0,0,47.5,15.5,1,1,80,100,0,2,0,2,NA,10,NA,0,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,1,1,2,2,1,0,0,0,0,0,1,1,3,1,1,1,1250,9,50,0,0,45.704841773704,76.706142348865,-862.539395917043,-72.0637570701418,4761.84896844105,5022.51271117998,0.0607297063843047,0.021285190389748,1,1
"371",371,371,1041,1,0,32.5,15.5,1,3,5,20,1,1,1,2,8,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,4,4,0,1,0,0,0,0,0,3,2,4,3,6,0,1750,10,40,1,0,38.377766125593,69.6497353639681,-2548.67238664191,-127.850313068502,4475.26213389327,4735.15400963199,2.6967792776384,2.34058906216161,4,4
"372",372,372,509,0,0,32.5,35,1,4,5,20,1,2,1,2,8,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,0,1,5,5,5,2,1,1,1,1,0,0,4,2,4,3,6,1,1750,10,40,1,0,44.6793605504311,77.6731676568306,-4596.59097044959,-213.935476297333,4774.44635487934,4334.67717432937,4.11445684406386,3.8544135545104,5,5
"373",373,373,548,1,1,47.5,50,1,1,80,90,1,1,1,1,5,NA,0,NA,1,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,2,3,2,3,1,1,0,0,0,0,0,4,1,5,1,6,1,4500,10,180,0,1,39.3795398695636,71.8076007454464,-2570.52852900637,-45.0209172585709,2119.33237893481,4309.63016151863,2.67826689159636,2.32982919691343,4,4
"374",374,374,297,0,0,21.5,35,1,1,10,10,1,1,1,1,6,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,1,2,3,3,0,1,1,0,1,0,2,2,1,3,1,6,1,1750,7,20,0,0,37.082755402431,70.3668905995897,-2804.73036432559,-80.6644991902016,2747.67261346104,4097.76584598033,2.27118057147005,1.6547425477512,3,3
"375",375,375,498,1,1,47.5,35,0,1,60,10,0,1,1,2,6,NA,1,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,1,5,5,5,1,1,0,1,0,0,1,3,1,3,2,6,0,1250,8,20,1,0,40.8288346501456,74.321553331022,-2961.57398717979,-36.9148773408286,3732.79495916976,4445.10020836951,2.1366140511709,3.61620278552226,3,5
"376",376,376,360,0,1,47.5,6.5,2,3,90,90,1,1,1,1,5,NA,0,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,0,1,1,2,2,4,2,1,1,1,0,0,0,2,1,3,4,6,1,4500,7,180,0,1,40.1378463541648,71.470259807363,-2690.95545166701,-35.7573138817499,5360.63156401447,5017.57784780209,2.84447816994779,2.4857655758006,4,4
"377",377,377,820,0,1,47.5,50,0,4,10,90,1,1,0,0,NA,8,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,1,1,1,1,5,5,5,1,1,0,1,0,0,0,4,2,4,2,6,1,2250,9,45,0,1,50.9057992465465,83.7812149973662,-2644.62887578217,-49.5303187516543,3745.8493353734,4416.67162012918,3.94500173229815,1.75486449423642,5,3
"378",378,378,425,1,0,21.5,50,1,2,80,40,1,1,1,2,10,NA,1,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,0,1,0,1,3,5,5,0,1,1,1,1,0,0,2,2,5,0,0,1,750,5,80,1,0,43.9625746678099,76.8857141623322,-598.370955488145,-54.2584634684946,4682.27218052722,4692.57838014268,3.58169717547332,3.1399765254854,5,5
"379",379,379,1165,1,0,63,35,3,3,60,10,0,2,1,1,6,NA,0,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,0,0,1,3,3,4,1,1,1,1,1,0,0,3,2,4,2,6,0,1750,9,20,0,0,40.655544927797,70.663730361894,-3429.42625435857,-239.349357493347,3235.84425452755,4498.24265983303,1.69220126826443,2.23322843705148,3,3
"380",380,380,1009,0,1,32.5,50,2,4,90,100,1,2,1,1,7,NA,1,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,0,1,1,1,0,0,0,4,2,5,4,6,1,1750,8,200,1,0,46.4781083036841,80.5946503698547,-4299.07497199577,-182.554780630309,2599.26873996637,4005.47663921689,4.11358937403512,3.8687906167035,5,5
"381",381,381,946,0,0,47.5,50,3,5,20,10,0,2,0,2,NA,9,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,0,0,0,2,3,4,3,1,1,1,1,1,0,1,3,2,2,3,6,1,5000,10,5,0,1,41.5393257969122,69.1271279935588,-2777.63460807589,-78.7768607125495,4487.68945083248,5068.28182618433,1.30208276178889,0.870793919637863,2,2
"382",382,382,339,0,0,32.5,15.5,0,3,100,100,0,1,0,1,NA,10,NA,0,1,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,1,3,4,4,0,1,1,1,1,0,0,2,1,3,2,4,1,750,8,50,0,0,39.7277285205355,72.3798215360518,-2379.0232299283,-85.5955153895534,2198.24624698129,4229.21473242809,1.80644197582067,1.52941784073295,3,3
"383",383,383,393,0,0,21.5,50,3,4,10,90,1,0,1,1,5,NA,0,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,1,4,4,4,1,0,1,0,1,0,1,3,1,3,4,3,0,1750,7,180,0,0,37.993967284779,70.118605750238,-3504.07868841715,-71.1188462251273,4017.32302232904,5349.37703468546,2.78141602891913,2.66040400527783,4,4
"384",384,384,860,1,1,47.5,35,3,4,10,100,1,2,0,2,NA,10,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,4,4,1,1,1,1,0,0,0,5,2,3,4,6,1,2750,10,50,0,1,43.408413995962,76.7360154843773,-2288.56735307706,-2.05012041556854,3925.50464250076,4550.07180640949,2.64587262172683,1.66688498002342,4,3
"385",385,385,925,1,1,47.5,15.5,3,2,60,80,0,1,0,2,NA,7,NA,0,0,0,0.5,0.4,5,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,0,0,0,0,0,1,1,2,1,1,4,2,0,3500,7,40,0,1,37.7521382404893,65.5511735056297,-2826.36841001147,-49.5839721289448,5113.17780301807,4702.02611269898,0.830550736874239,0.712781669112388,1,1
"386",386,386,560,1,0,47.5,35,1,4,100,80,0,2,0,2,NA,7,NA,0,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,0,0,2,2,3,4,1,1,1,1,1,0,0,4,1,4,3,1,1,5000,9,40,0,1,45.6234923783842,76.8160517131976,-4254.37624189596,-414.074068049312,4088.98753685336,4588.91511522037,1.50954276722328,1.22668069833656,2,2
"387",387,387,701,1,1,47.5,6.5,3,4,90,60,1,2,1,2,2,NA,1,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,2,0,0,0,0,1,1,3,1,4,3,6,1,3500,10,120,1,1,44.9047654642094,77.0931638718672,-2118.19973307287,-30.7018590077043,4381.9251638964,4570.07865559024,4.34058249637533,4.04794134987543,5,5
"388",388,388,885,0,1,32.5,50,2,4,80,40,0,2,0,2,NA,3,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,2,5,5,5,0,1,1,0,0,0,1,4,1,3,4,6,1,2750,10,20,0,1,42.4724308607934,73.1502008274499,-2747.29732944446,-13.5303823993071,2815.33197776969,4281.63460799923,1.95655938577059,1.08536475064604,3,2
"389",389,389,212,1,0,32.5,35,3,3,90,40,0,2,1,2,10,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,1,1,1,0,0,0,1,4,2,5,2,6,1,1750,10,80,1,0,42.3850946629732,74.671164294213,-2825.87505973202,-44.8696799094519,2442.13435400922,4323.79477701007,2.63052294995798,4.2068831316502,4,5
"390",390,390,700,0,0,21.5,1,2,3,90,80,0,1,0,0,NA,7,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,1,1,2,5,5,5,0,1,1,1,1,0,0,3,1,3,2,1,1,250,6,40,1,0,38.9034247904994,70.8404230375138,-2843.9957815286,-33.0713627516934,3354.06012059938,4761.64896250362,2.4255581766578,1.77174917502366,4,3
"391",391,391,1086,1,1,47.5,50,1,2,80,20,0,2,1,2,8,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,4,3,2,1,1,1,0,0,0,3,2,4,3,0,0,2750,7,40,1,1,43.8104136527079,72.6533887405205,-2327.01672575629,-30.7364569765747,2617.59720027985,4703.78504851292,1.76048404016569,2.16633043732122,3,3
"392",392,392,475,0,0,47.5,15.5,1,3,80,100,0,1,0,1,NA,10,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,1,2,2,3,1,1,0,0,0,0,0,3,1,3,3,5,1,1250,7,50,0,0,37.3520880085511,65.659858545528,-1589.67406761233,-40.5483678391356,4650.24886327985,4648.23056444419,0.734675324229534,0.60977057518892,1,1
"393",393,393,531,0,1,63,50,1,2,80,80,0,2,1,1,4,NA,0,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,0,1,3,4,5,0,1,1,1,0,0,0,2,1,3,3,2,0,1250,9,160,0,0,43.1037436695805,73.1150838447144,-3410.28489614381,-81.5272096242367,3750.13937754109,4504.38195928185,1.88354016712539,2.63659658956826,3,4
"394",394,394,209,1,1,47.5,50,3,2,100,80,1,2,1,2,4,NA,1,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,4,4,4,0,1,1,1,1,0,0,2,2,4,3,6,1,2750,9,160,1,1,43.5831260215711,75.5541977310626,-3138.80227778566,-170.505971827732,3303.36035326076,4351.81888771589,3.16922892740285,2.65845305330878,4,4
"395",395,395,337,1,1,47.5,50,1,2,60,90,0,1,0,1,NA,8,NA,0,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,0,0,1,3,3,3,0,1,0,1,1,0,0,2,2,3,4,6,0,2250,8,45,0,1,48.0237369871816,78.2208990964321,-2586.44270261752,-152.935971717683,4463.19952236279,4623.34624095232,1.10322246360919,0.959943171854963,1,2
"396",396,396,461,1,0,32.5,50,0,2,60,20,0,2,0,2,NA,0,NA,0,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,1,4,4,5,2,0,1,1,1,0,0,2,2,4,1,1,0,750,5,10,0,0,46.0508797305058,77.3536062637665,-1369.08520088387,-34.6436982358711,3616.7524830605,4559.57052808807,2.30547563838885,1.40539183950698,4,2
"397",397,397,162,1,0,21.5,15.5,2,4,40,100,1,2,1,2,7,NA,1,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,1,2,3,3,2,0,0,0,1,0,0,1,2,0,3,3,4,1,3500,7,200,1,1,39.3685650102585,67.8610370198721,-2270.25928602016,-49.7974497919117,2120.09452671463,4478.86622281219,2.41266797458079,2.39461331089379,4,4
"398",398,398,433,0,0,47.5,50,2,2,40,20,0,2,0,1,NA,0,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,3,4,4,1,1,1,1,1,0,0,3,1,4,1,4,2,1250,8,10,1,0,45.1245353837695,75.191348834227,-2926.10470798734,-71.4769664588748,2428.92561526549,4308.30924187781,1.61647431225713,1.02477037198295,3,2
"399",399,399,234,0,0,21.5,15.5,0,4,60,90,0,1,1,1,5,NA,0,NA,1,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,1,1,3,3,4,1,1,1,1,0,0,1,3,0,3,2,3,0,1250,10,180,0,0,37.6847629262471,68.9808007751447,-3396.96847065741,-231.961911611318,2682.69214617985,3692.01149155049,1.58202658667588,2.47690664311521,2,4
"400",400,400,173,0,0,63,35,1,2,60,5,1,2,0,0,NA,2,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,5,5,5,0,0,1,0,0,0,1,4,2,5,4,4,1,2250,9,2,1,1,52.27991869208,84.5740365830427,-1792.43536346968,-19.4154248703906,5841.57721459667,4856.15215246616,4.29203506335422,1.35337955511026,5,2
"401",401,401,177,1,1,47.5,15.5,1,2,80,10,1,2,1,2,6,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,1,1,2,4,3,2,2,0,1,0,0,0,1,1,2,3,3,4,1,250,4,20,1,0,41.7536258055105,72.6627378884793,-1094.91184822273,-16.2361015449233,4464.90564568237,4766.22589648028,3.13953614284175,2.04205132433103,4,3
"402",402,402,143,1,1,21.5,15.5,2,5,20,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,2,5,5,5,2,1,0,0,0,0,1,5,2,5,4,6,1,2250,10,40,1,1,51.1179376553598,84.0651365325736,-2125.28177893009,-38.2640732389998,3623.04963342516,4217.99483975697,4.65586645972978,4.35973682633138,5,5
"403",403,403,384,0,1,32.5,15.5,1,4,20,10,0,1,1,1,6,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,0,0,1,4,3,3,1,0,0,1,1,0,0,2,0,3,4,6,0,1750,6,20,0,0,37.1842564603494,68.9073928737891,-2301.97125637864,-77.6323377114536,4574.65380349667,4052.43438369162,1.27072560893879,1.86829397233454,2,3
"404",404,404,186,0,0,47.5,35,1,2,80,100,1,1,1,2,7,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,1,5,5,5,1,0,0,1,0,0,1,2,2,4,1,6,1,2750,9,200,1,1,47.7779972285779,80.9029828143984,-408.555036047467,-30.8364738000905,4044.23337532105,4577.79215584461,4.17566637005926,3.9452742392981,5,5
